*N2O emissions output file

*DSSAT Cropping System Model Ver. 4.7.5.007 -  JAN 21, 2026 10:11:01
!              |---------------------------------- Cumulative ---------------------------------|---------------------------------- Daily --------------------------------------|
!               N2Oemit  N2emit  NOemit     CO2   Denit  Nitrif   N2O-denit+nit      N2      NO N2Oemit  N2emit  NOemit     CO2   Denit  Nitrif   N2O-denit+nit      N2      NO   Denitrification (g[N]/ha) by soil depth (cm):                           Nitrification (g[N]/ha) by soil depth (cm):                             N2O flux (g[N]/ha) by soil depth (cm):                                  N2 flux (g[N]/ha) by soil depth (cm):                                   NO flux (g[N]/ha) by soil depth (cm):
!                 kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha    0-10   10-20   20-30   30-40   40-50   50-60   60-70   70-80   80-90    0-10   10-20   20-30   30-40   40-50   50-60   60-70   70-80   80-90    0-10   10-20   20-30   30-40   40-50   50-60   60-70   70-80   80-90    0-10   10-20   20-30   30-40   40-50   50-60   60-70   70-80   80-90    0-10   10-20   20-30   30-40   40-50   50-60   60-70   70-80   80-90
@YEAR DOY   DAS   N2OEC    N2EC    NOEC   CO2TC    NDNC    NITC   N2ODC   N2ONC   N2FLC   NOFLC   N2OED    N2ED    NOED   CO2TD    NDND   NITRD   N2ODD   N2OND   N2FLD   NOFLD   NDN1D   NDN2D   NDN3D   NDN4D   NDN5D   NDN6D   NDN7D   NDN8D   NDN9D   NIT1D   NIT2D   NIT3D   NIT4D   NIT5D   NIT6D   NIT7D   NIT8D   NIT9D   N2O1D   N2O2D   N2O3D   N2O4D   N2O5D   N2O6D   N2O7D   N2O8D   N2O9D   N2F1D   N2F2D   N2F3D   N2F4D   N2F5D   N2F6D   N2F7D   N2F8D   N2F9D   NOF1D   NOF2D   NOF3D   NOF4D   NOF5D   NOF6D   NOF7D   NOF8D   NOF9D   
 2015 198    73    0.06    1.50    0.01     373    6.99    95.7   0.069   0.096   6.924   0.041     1.7    57.7     0.4    5476     4.4     571    0.05    0.57    4.34    0.18     1.3     0.0     3.1     0.0     0.0     0.0     0.0     0.0     0.0     24.    158.     65.     44.     41.     76.     55.     54.     54.     0.0     0.2     0.1     0.0     0.0     0.1     0.1     0.1     0.1     1.2     0.0     3.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 199    74    0.06    1.50    0.01     378    7.10    96.1   0.070   0.097   7.026   0.041     0.1     2.3     0.0    5254   103.5     353    0.93    0.35  102.55    0.24    15.0     0.0    31.3    40.6    16.5     0.0     0.0     0.0     0.0      9.     24.     30.     24.     37.     71.     54.     53.     53.     0.1     0.0     0.3     0.4     0.2     0.1     0.1     0.1     0.1    14.9     0.0    31.0    40.3    16.3     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0
 2015 200    75    0.06    1.51    0.01     383    7.15    96.5   0.071   0.097   7.082   0.041     0.4    12.9     0.1    5271    56.0     380    0.55    0.38   55.43    0.20     9.5     0.0    17.8    22.3     6.3     0.0     0.0     0.0     0.0     12.     35.     44.     33.     40.     65.     51.     50.     50.     0.1     0.0     0.2     0.2     0.1     0.1     0.1     0.1     0.1     9.4     0.0    17.6    22.1     6.3     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 201    76    0.06    1.54    0.01     388    7.18    96.8   0.071   0.097   7.108   0.042     0.8    28.8     0.2    5125    26.8     396    0.29    0.40   26.55    0.17     5.7     0.0     9.7    11.4     0.0     0.0     0.0     0.0     0.0     13.     42.     53.     39.     42.     61.     49.     49.     49.     0.1     0.0     0.2     0.2     0.0     0.1     0.0     0.0     0.0     5.7     0.0     9.6    11.3     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 202    77    0.06    1.59    0.01     393    7.19    97.3   0.071   0.098   7.120   0.042     1.3    46.5     0.3    5078    11.4     478    0.13    0.48   11.26    0.17     2.9     0.0     4.3     4.2     0.0     0.0     0.0     0.0     0.0     14.     48.     60.     44.    108.     58.     49.     48.     48.     0.0     0.0     0.1     0.1     0.1     0.1     0.0     0.0     0.0     2.8     0.0     4.2     4.2     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0

*DSSAT Cropping System Model Ver. 4.7.5.007 -  JAN 21, 2026 10:11:01
!              |---------------------------------- Cumulative ---------------------------------|---------------------------------- Daily --------------------------------------|
!               N2Oemit  N2emit  NOemit     CO2   Denit  Nitrif   N2O-denit+nit      N2      NO N2Oemit  N2emit  NOemit     CO2   Denit  Nitrif   N2O-denit+nit      N2      NO   Denitrification (g[N]/ha) by soil depth (cm):                           Nitrification (g[N]/ha) by soil depth (cm):                             N2O flux (g[N]/ha) by soil depth (cm):                                  N2 flux (g[N]/ha) by soil depth (cm):                                   NO flux (g[N]/ha) by soil depth (cm):
!                 kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha    0-10   10-20   20-30   30-40   40-50   50-60   60-70   70-80   80-90    0-10   10-20   20-30   30-40   40-50   50-60   60-70   70-80   80-90    0-10   10-20   20-30   30-40   40-50   50-60   60-70   70-80   80-90    0-10   10-20   20-30   30-40   40-50   50-60   60-70   70-80   80-90    0-10   10-20   20-30   30-40   40-50   50-60   60-70   70-80   80-90
@YEAR DOY   DAS   N2OEC    N2EC    NOEC   CO2TC    NDNC    NITC   N2ODC   N2ONC   N2FLC   NOFLC   N2OED    N2ED    NOED   CO2TD    NDND   NITRD   N2ODD   N2OND   N2FLD   NOFLD   NDN1D   NDN2D   NDN3D   NDN4D   NDN5D   NDN6D   NDN7D   NDN8D   NDN9D   NIT1D   NIT2D   NIT3D   NIT4D   NIT5D   NIT6D   NIT7D   NIT8D   NIT9D   N2O1D   N2O2D   N2O3D   N2O4D   N2O5D   N2O6D   N2O7D   N2O8D   N2O9D   N2F1D   N2F2D   N2F3D   N2F4D   N2F5D   N2F6D   N2F7D   N2F8D   N2F9D   NOF1D   NOF2D   NOF3D   NOF4D   NOF5D   NOF6D   NOF7D   NOF8D   NOF9D   
 2015 148     1    0.00    0.00    0.00       6    0.00     1.8   0.000   0.002   0.000   0.001     0.0     0.0     0.0    5880     0.0    1771    0.00    1.77    0.00    0.53     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    195.    207.    202.    198.    196.    195.    194.    193.    191.     0.2     0.2     0.2     0.2     0.2     0.2     0.2     0.2     0.2     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.1     0.1     0.1     0.1     0.1     0.1     0.1
 2015 149     2    0.00    0.00    0.00      11    0.00     3.1   0.000   0.004   0.000   0.001     0.0     0.0     0.0    5538     0.0    1313    0.00    1.31    0.00    0.29     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    510.     28.     32.     34.     57.    164.    164.    163.    162.     0.5     0.0     0.0     0.0     0.1     0.2     0.2     0.2     0.2     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 150     3    0.00    0.00    0.00      17    0.00     4.8   0.000   0.005   0.000   0.001     0.0     0.0     0.0    5582     0.0    1697    0.00    1.70    0.00    0.36     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    951.     41.     47.     45.     59.    139.    139.    138.    138.     1.0     0.0     0.0     0.0     0.1     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.2     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 151     4    0.00    0.00    0.00      22    0.00     6.8   0.000   0.007   0.000   0.002     0.1     0.0     0.0    5498     0.0    1985    0.00    1.99    0.00    0.47     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0   1181.     55.     58.     52.    153.    122.    122.    122.    121.     1.2     0.1     0.1     0.1     0.2     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.3     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 152     5    0.00    0.00    0.00      28    0.00     8.8   0.000   0.009   0.000   0.002     0.1     0.0     0.0    5488     0.0    2054    0.00    2.05    0.00    0.56     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0   1289.     65.     65.     58.    136.    110.    110.    110.    110.     1.3     0.1     0.1     0.1     0.1     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.3     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 153     6    0.00    0.00    0.00      33    0.02    11.1   0.000   0.012   0.016   0.003     0.2     0.5     0.1    5432    15.9    2233    0.38    2.23   15.50    0.80    11.9     0.0     3.9     0.0     0.0     0.0     0.0     0.0     0.0   1290.    200.     69.    155.    120.     99.     99.     99.     99.     1.6     0.2     0.2     0.2     0.1     0.1     0.1     0.1     0.1    11.6     0.0     3.9     0.0     0.0     0.0     0.0     0.0     0.0     0.5     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 154     7    0.00    0.00    0.00      39    0.02    14.6   0.000   0.015   0.016   0.004     0.4     0.6     0.1    5504     0.0    3560    0.00    3.56    0.00    1.24     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0   2584.    184.    165.    141.    112.     94.     94.     93.     93.     2.6     0.2     0.2     0.1     0.1     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     1.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0
 2015 155     8    0.00    0.00    0.00      44    0.02    17.7   0.000   0.018   0.016   0.006     0.5     0.5     0.1    5569     0.0    3114    0.00    3.11    0.00    1.08     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0   2209.    168.    151.    129.    104.     88.     88.     88.     88.     2.2     0.2     0.2     0.1     0.1     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.8     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 156     9    0.00    0.00    0.00      50    0.02    18.6   0.000   0.019   0.016   0.006     0.0     0.0     0.0    5348     0.0     855    0.00    0.86    0.00    0.19     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    353.     24.     25.     31.     94.     82.     82.     82.     82.     0.4     0.0     0.0     0.0     0.1     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 157    10    0.00    0.00    0.00      55    0.02    19.6   0.000   0.020   0.016   0.006     0.1     0.1     0.0    5415     0.0    1022    0.00    1.02    0.00    0.22     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    527.     36.     39.     37.     85.     74.     75.     75.     75.     0.5     0.0     0.0     0.0     0.1     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 158    11    0.00    0.00    0.00      61    0.02    20.7   0.000   0.021   0.016   0.006     0.2     0.2     0.1    5371     0.0    1119    0.00    1.12    0.00    0.27     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    624.     45.     48.     42.     79.     70.     70.     70.     70.     0.6     0.0     0.0     0.0     0.1     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 159    12    0.00    0.00    0.00      66    0.02    21.9   0.000   0.022   0.016   0.007     0.4     0.3     0.1    5326     0.0    1224    0.00    1.22    0.00    0.35     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    664.     51.     55.    116.     73.     66.     66.     66.     66.     0.7     0.1     0.1     0.1     0.1     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.2     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 160    13    0.00    0.00    0.00      71    0.03    23.3   0.001   0.024   0.025   0.007     0.5     0.8     0.2    5325    10.0    1314    0.13    1.31    9.89    0.46     7.9     0.0     2.1     0.0     0.0     0.0     0.0     0.0     0.0    673.    151.     60.    106.     70.     64.     64.     64.     64.     0.8     0.2     0.1     0.1     0.1     0.1     0.1     0.1     0.1     7.8     0.0     2.1     0.0     0.0     0.0     0.0     0.0     0.0     0.3     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 161    14    0.00    0.00    0.00      76    0.27    23.9   0.003   0.024   0.265   0.007     0.0     0.3     0.0    5183   241.8     600    2.11    0.60  239.70    0.44   151.3     0.0    90.5     0.0     0.0     0.0     0.0     0.0     0.0    257.     23.     26.     20.     24.     62.     62.     62.     62.     1.6     0.0     0.8     0.0     0.0     0.1     0.1     0.1     0.1   150.0     0.0    89.7     0.0     0.0     0.0     0.0     0.0     0.0     0.2     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0
 2015 162    15    0.00    0.01    0.00      82    0.42    24.6   0.004   0.025   0.415   0.008     0.1     2.4     0.0    5333   151.2     754    1.51    0.75  149.72    0.42    97.3     0.0    54.0     0.0     0.0     0.0     0.0     0.0     0.0    384.     34.     40.     28.     27.     60.     60.     60.     60.     1.4     0.0     0.6     0.0     0.0     0.1     0.1     0.1     0.1    96.3     0.0    53.4     0.0     0.0     0.0     0.0     0.0     0.0     0.2     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0
 2015 163    16    0.00    0.01    0.00      87    0.50    25.5   0.005   0.026   0.498   0.008     0.3     6.9     0.1    5347    84.1     907    0.94    0.91   83.18    0.43    55.6     0.0    28.6     0.0     0.0     0.0     0.0     0.0     0.0    467.     44.     52.     35.     75.     59.     59.     59.     59.     1.1     0.0     0.4     0.0     0.1     0.1     0.1     0.1     0.1    54.9     0.0    28.2     0.0     0.0     0.0     0.0     0.0     0.0     0.2     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0
 2015 164    17    0.00    0.02    0.00      92    0.54    29.2   0.006   0.030   0.535   0.009     0.7    12.0     0.2    5343    37.4    3679    0.46    3.68   36.94    1.19    25.3     0.0    12.1     0.0     0.0     0.0     0.0     0.0     0.0   3229.     51.     59.     40.     71.     57.     57.     57.     57.     3.5     0.1     0.2     0.0     0.1     0.1     0.1     0.1     0.1    25.0     0.0    12.0     0.0     0.0     0.0     0.0     0.0     0.0     1.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0
 2015 165    18    0.00    0.04    0.00      98    0.54    33.2   0.006   0.034   0.536   0.011     1.1    16.1     0.3    5368     1.4    4007    0.02    4.01    1.41    1.42     0.9     0.0     0.6     0.0     0.0     0.0     0.0     0.0     0.0   3387.    151.     65.    111.     68.     57.     57.     57.     57.     3.4     0.2     0.1     0.1     0.1     0.1     0.1     0.1     0.1     0.9     0.0     0.6     0.0     0.0     0.0     0.0     0.0     0.0     1.2     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 166    19    0.00    0.04    0.00     103    0.82    34.8   0.008   0.035   0.817   0.012     0.0     0.8     0.0    5217   282.8    1588    2.48    1.59  280.33    0.64   189.2     0.0    93.6     0.0     0.0     0.0     0.0     0.0     0.0   1268.     23.     28.     22.     24.     56.     56.     56.     56.     2.9     0.0     0.8     0.0     0.0     0.1     0.1     0.1     0.1   187.6     0.0    92.8     0.0     0.0     0.0     0.0     0.0     0.0     0.4     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0
 2015 167    20    0.01    0.05    0.00     109    1.00    37.2   0.010   0.038   0.989   0.012     0.3     6.5     0.1    5475   174.2    2426    1.77    2.43  172.40    0.79   120.4     0.0    53.7     0.0     0.0     0.0     0.0     0.0     0.0   2012.     39.     45.     32.     72.     57.     56.     56.     56.     3.3     0.0     0.6     0.0     0.1     0.1     0.1     0.1     0.1   119.2     0.0    53.2     0.0     0.0     0.0     0.0     0.0     0.0     0.6     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0
 2015 168    21    0.01    0.06    0.00     114    1.10    40.0   0.011   0.041   1.088   0.013     0.7    16.2     0.2    5482   100.1    2803    1.14    2.80   98.94    0.93    72.2     0.0    27.8     0.0     0.0     0.0     0.0     0.0     0.0   2367.     50.     57.     38.     69.     56.     56.     56.     56.     3.2     0.0     0.4     0.0     0.1     0.1     0.1     0.1     0.1    71.4     0.0    27.5     0.0     0.0     0.0     0.0     0.0     0.0     0.7     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0
 2015 169    22    0.01    0.09    0.00     120    1.15    43.0   0.012   0.043   1.134   0.014     1.2    26.1     0.3    5496    46.2    2946    0.57    2.95   45.62    1.03    34.2     0.0    12.0     0.0     0.0     0.0     0.0     0.0     0.0   2497.     56.     64.     43.     66.     55.     55.     55.     55.     2.9     0.1     0.2     0.0     0.1     0.1     0.1     0.1     0.1    33.8     0.0    11.9     0.0     0.0     0.0     0.0     0.0     0.0     0.9     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0
 2015 170    23    0.01    0.12    0.00     125    1.15    48.5   0.012   0.049   1.134   0.016     1.8    33.8     0.5    5493     0.0    5572    0.00    5.57    0.04    2.00     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0   4943.    162.     68.    117.     64.     55.     55.     55.     54.     4.9     0.2     0.1     0.1     0.1     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     1.8     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 171    24    0.01    0.16    0.00     130    1.15    53.2   0.012   0.054   1.134   0.018     1.9    32.2     0.5    5434     0.0    4659    0.00    4.66    0.00    1.66     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0   3987.    143.    150.    105.     61.     53.     53.     53.     53.     4.0     0.1     0.1     0.1     0.1     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     1.5     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 172    25    0.01    0.19    0.00     136    1.15    57.0   0.012   0.057   1.134   0.019     2.0    30.7     0.6    5281     0.0    3755    0.00    3.75    0.00    1.34     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0   3148.    124.    129.     92.     57.     51.     51.     51.     51.     3.1     0.1     0.1     0.1     0.1     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     1.2     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 173    26    0.01    0.22    0.00     141    1.15    60.0   0.012   0.060   1.134   0.020     2.0    29.3     0.6    5106     0.0    3056    0.00    3.06    0.00    1.08     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0   2505.    109.    113.     82.     53.     49.     49.     49.     49.     2.5     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.9     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 174    27    0.01    0.22    0.00     146    1.15    60.8   0.012   0.061   1.134   0.021     0.1     0.8     0.0    4872     0.0     770    0.00    0.77    0.00    0.16     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    400.     16.     40.     74.     51.     47.     47.     47.     47.     0.4     0.0     0.0     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 175    28    0.02    0.22    0.00     151    1.15    61.8   0.012   0.062   1.134   0.021     0.4     5.8     0.1    4893     0.0     984    0.00    0.98    0.00    0.22     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    613.     26.     43.     69.     49.     46.     46.     46.     46.     0.6     0.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 176    29    0.02    0.24    0.00     155    1.15    62.9   0.012   0.063   1.134   0.021     1.0    13.7     0.3    4816     0.0    1134    0.00    1.13    0.00    0.29     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    710.     32.    100.     64.     48.     45.     45.     45.     45.     0.7     0.0     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.2     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 177    30    0.02    0.26    0.00     160    1.15    64.2   0.012   0.065   1.134   0.021     1.8    24.3     0.5    4861     0.0    1281    0.00    1.28    0.00    0.41     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    785.    107.     95.     63.     48.     46.     46.     46.     46.     0.8     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.3     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 178    31    0.02    0.26    0.00     165    1.38    64.7   0.014   0.065   1.369   0.022     0.1     1.4     0.0    4705   237.1     555    2.10    0.56  235.03    0.42   237.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    311.     17.     17.     10.     15.     46.     46.     46.     46.     2.4     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0   235.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.4     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 179    32    0.02    0.27    0.01     170    1.52    65.5   0.015   0.066   1.501   0.022     0.5    10.0     0.1    4823   134.1     725    1.39    0.72  132.69    0.41   134.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    455.     26.     27.     16.     18.     45.     45.     46.     46.     1.8     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0   132.7     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.3     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 180    33    0.02    0.30    0.01     175    1.58    66.3   0.016   0.067   1.564   0.023     1.1    25.1     0.3    4749    63.5     806    0.75    0.81   62.78    0.39    63.5     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    518.     33.     34.     21.     20.     45.     45.     45.     45.     1.3     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    62.8     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.3     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 181    34    0.02    0.34    0.01     179    1.59    67.2   0.016   0.068   1.572   0.023     2.0    43.4     0.5    4765     7.6     966    0.10    0.97    7.54    0.34     7.6     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    552.    110.     41.     25.     58.     45.     45.     45.     45.     0.7     0.1     0.0     0.0     0.1     0.0     0.0     0.0     0.0     7.5     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.2     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 182    35    0.02    0.34    0.01     184    1.94    67.7   0.019   0.068   1.921   0.024     0.1     2.3     0.0    4628   352.7     445    3.12    0.45  349.61    0.56   173.8     0.0   103.7    75.2     0.0     0.0     0.0     0.0     0.0    222.     18.     20.     14.     19.     17.     45.     45.     45.     1.8     0.0     0.9     0.7     0.0     0.0     0.0     0.0     0.0   172.3     0.0   102.8    74.5     0.0     0.0     0.0     0.0     0.0     0.3     0.0     0.1     0.1     0.0     0.0     0.0     0.0     0.0
 2015 183    36    0.02    0.36    0.01     189    2.14    68.3   0.021   0.069   2.119   0.024     0.6    14.8     0.1    4875   199.8     633    2.03    0.63  197.74    0.51    97.0     0.0    58.3    44.4     0.0     0.0     0.0     0.0     0.0    338.     29.     32.     22.     23.     50.     46.     47.     47.     1.4     0.0     0.6     0.4     0.0     0.1     0.0     0.0     0.0    96.0     0.0    57.7    44.0     0.0     0.0     0.0     0.0     0.0     0.3     0.0     0.1     0.1     0.0     0.0     0.0     0.0     0.0
 2015 184    37    0.02    0.39    0.01     194    2.23    71.0   0.022   0.071   2.211   0.025     1.4    35.4     0.4    5010    93.3    2663    1.06    2.66   92.27    0.95    42.3     0.0    27.3    23.7     0.0     0.0     0.0     0.0     0.0   2331.     39.     43.     28.     26.     52.     48.     48.     48.     2.8     0.0     0.3     0.3     0.0     0.1     0.0     0.0     0.0    41.8     0.0    27.0    23.5     0.0     0.0     0.0     0.0     0.0     0.7     0.0     0.1     0.1     0.0     0.0     0.0     0.0     0.0
 2015 185    38    0.02    0.40    0.01     199    2.50    72.4   0.025   0.073   2.471   0.026     0.1     3.3     0.0    5048   262.6    1402    2.46    1.40  260.11    0.65   176.3     0.0    57.3    28.9     0.0     0.0     0.0     0.0     0.0   1085.     22.     37.     29.     27.     53.     50.     50.     50.     2.7     0.0     0.6     0.3     0.0     0.1     0.0     0.0     0.0   174.7     0.0    56.8    28.6     0.0     0.0     0.0     0.0     0.0     0.4     0.0     0.1     0.1     0.0     0.0     0.0     0.0     0.0
 2015 186    39    0.02    0.42    0.01     204    2.69    74.3   0.027   0.075   2.663   0.027     0.7    20.4     0.2    5229   193.6    1960    2.01    1.96  191.54    0.82    97.4    57.6    25.3    13.2     0.0     0.0     0.0     0.0     0.0   1552.     40.     49.     35.     78.     54.     51.     51.     51.     2.6     0.6     0.3     0.2     0.1     0.1     0.1     0.1     0.1    96.4    57.1    25.0    13.1     0.0     0.0     0.0     0.0     0.0     0.5     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0
 2015 187    40    0.03    0.46    0.01     209    2.76    76.6   0.027   0.077   2.736   0.027     1.6    45.9     0.4    5280    73.9    2219    0.86    2.22   73.05    0.83    43.1    18.8     8.2     3.9     0.0     0.0     0.0     0.0     0.0   1790.     51.     56.     38.     75.     54.     51.     51.     51.     2.3     0.2     0.2     0.1     0.1     0.1     0.1     0.1     0.1    42.5    18.6     8.1     3.8     0.0     0.0     0.0     0.0     0.0     0.6     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 188    41    0.03    0.53    0.01     215    2.77    79.0   0.027   0.079   2.741   0.028     2.5    67.3     0.6    5230     5.3    2435    0.07    2.43    5.24    0.84     5.3     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0   1768.    156.    134.    102.     70.     53.     51.     51.     50.     1.8     0.2     0.1     0.1     0.1     0.1     0.1     0.1     0.1     5.2     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.7     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 189    42    0.03    0.60    0.01     220    2.77    82.6   0.027   0.083   2.741   0.033     2.6    67.8     0.9    5019     0.0    3588    0.00    3.59    0.00    4.78     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0   2992.    135.    116.     89.     63.     49.     48.     48.     48.     3.0     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     4.1     0.1     0.1     0.1     0.1     0.1     0.1     0.1     0.1
