*N2O emissions output file

*DSSAT Cropping System Model Ver. 4.7.5.007 -  MAR 01, 2026 21:19:28
!              |---------------------------------- Cumulative ---------------------------------|---------------------------------- Daily --------------------------------------|
!               N2Oemit  N2emit  NOemit     CO2   Denit  Nitrif   N2O-denit+nit      N2      NO N2Oemit  N2emit  NOemit     CO2   Denit  Nitrif   N2O-denit+nit      N2      NO   Denitrification (g[N]/ha) by soil depth (cm):                           Nitrification (g[N]/ha) by soil depth (cm):                             N2O flux (g[N]/ha) by soil depth (cm):                                  N2 flux (g[N]/ha) by soil depth (cm):                                   NO flux (g[N]/ha) by soil depth (cm):
!                 kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha    0-10   10-20   20-30   30-40   40-50   50-60   60-70   70-80   80-90    0-10   10-20   20-30   30-40   40-50   50-60   60-70   70-80   80-90    0-10   10-20   20-30   30-40   40-50   50-60   60-70   70-80   80-90    0-10   10-20   20-30   30-40   40-50   50-60   60-70   70-80   80-90    0-10   10-20   20-30   30-40   40-50   50-60   60-70   70-80   80-90
@YEAR DOY   DAS   N2OEC    N2EC    NOEC   CO2TC    NDNC    NITC   N2ODC   N2ONC   N2FLC   NOFLC   N2OED    N2ED    NOED   CO2TD    NDND   NITRD   N2ODD   N2OND   N2FLD   NOFLD   NDN1D   NDN2D   NDN3D   NDN4D   NDN5D   NDN6D   NDN7D   NDN8D   NDN9D   NIT1D   NIT2D   NIT3D   NIT4D   NIT5D   NIT6D   NIT7D   NIT8D   NIT9D   N2O1D   N2O2D   N2O3D   N2O4D   N2O5D   N2O6D   N2O7D   N2O8D   N2O9D   N2F1D   N2F2D   N2F3D   N2F4D   N2F5D   N2F6D   N2F7D   N2F8D   N2F9D   NOF1D   NOF2D   NOF3D   NOF4D   NOF5D   NOF6D   NOF7D   NOF8D   NOF9D   
 2015 216    56    0.05    1.74    0.01     293    5.78    86.5   0.057   0.087   5.721   0.036     2.5    94.1     0.6    5584     0.0     726    0.00    0.73    0.00    0.22     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    149.    126.    106.     73.     56.     55.     54.     53.     53.     0.1     0.1     0.1     0.1     0.1     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 217    57    0.05    1.75    0.01     299    5.78    86.9   0.057   0.087   5.721   0.036     0.2     5.9     0.0    5525     0.0     334    0.00    0.33    0.00    0.09     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     30.     23.     22.     22.     21.     55.     54.     54.     53.     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 218    58    0.05    1.78    0.01     304    5.78    87.3   0.057   0.088   5.721   0.036     1.0    37.0     0.2    5607     0.0     430    0.00    0.43    0.00    0.11     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     49.     38.     36.     28.     63.     55.     54.     54.     53.     0.0     0.0     0.0     0.0     0.1     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 219    59    0.05    1.87    0.01     310    5.78    87.9   0.057   0.088   5.721   0.036     2.4    90.1     0.6    5630     0.0     621    0.00    0.62    0.00    0.19     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    123.    136.     49.     32.     62.     55.     55.     54.     54.     0.1     0.1     0.0     0.0     0.1     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 220    60    0.05    1.96    0.01     316    5.78    88.7   0.057   0.089   5.721   0.036     2.3    87.3     0.6    5722     0.0     740    0.00    0.74    0.00    0.22     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    107.    129.    125.     92.     63.     57.     56.     55.     55.     0.1     0.1     0.1     0.1     0.1     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 221    61    0.05    1.97    0.01     321    5.78    89.0   0.057   0.089   5.721   0.036     0.1     5.0     0.0    5720     0.0     352    0.00    0.35    0.00    0.09     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     22.     24.     25.     30.     25.     57.     57.     56.     56.     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 222    62    0.05    2.00    0.01     327    5.78    89.5   0.057   0.090   5.721   0.036     1.0    39.4     0.3    5870     0.0     466    0.00    0.47    0.00    0.13     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     39.     43.     44.     37.     72.     58.     58.     57.     57.     0.0     0.0     0.0     0.0     0.1     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 223    63    0.06    2.09    0.01     333    5.78    90.3   0.057   0.091   5.721   0.037     2.2    83.7     0.5    5944     0.0     791    0.00    0.79    0.00    0.24     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     94.    147.    139.    104.     72.     59.     59.     58.     58.     0.1     0.1     0.1     0.1     0.1     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 224    64    0.06    2.09    0.01     339    5.78    90.6   0.057   0.091   5.721   0.037     0.1     3.6     0.0    5769     0.0     343    0.00    0.34    0.00    0.09     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     17.     23.     25.     24.     25.     58.     57.     57.     57.     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 225    65    0.06    2.12    0.01     345    5.78    91.0   0.057   0.091   5.721   0.037     0.7    28.1     0.2    5803     0.0     394    0.00    0.39    0.00    0.10     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     29.     40.     42.     32.     28.     56.     56.     56.     55.     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 226    66    0.06    2.19    0.01     351    5.78    91.6   0.057   0.092   5.721   0.037     1.9    73.6     0.5    5714     0.0     568    0.00    0.57    0.00    0.16     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     37.    143.     54.     37.     78.     55.     55.     55.     54.     0.0     0.1     0.1     0.0     0.1     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 227    67    0.06    2.27    0.02     356    5.78    92.3   0.057   0.093   5.721   0.037     2.0    78.4     0.5    5571     0.0     710    0.00    0.71    0.00    0.21     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     70.    125.    131.    102.     72.     53.     53.     52.     52.     0.1     0.1     0.1     0.1     0.1     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 228    68    0.06    2.28    0.02     362    5.78    92.6   0.057   0.093   5.721   0.037     0.1     5.1     0.0    5451     0.0     322    0.00    0.32    0.00    0.08     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     15.     22.     26.     27.     25.     52.     52.     52.     51.     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 229    69    0.06    2.31    0.02     367    5.78    93.0   0.057   0.093   5.721   0.037     0.7    27.8     0.2    5574     0.0     376    0.00    0.38    0.00    0.10     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     24.     37.     42.     34.     28.     53.     53.     53.     53.     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 230    70    0.06    2.37    0.02     373    5.78    93.5   0.057   0.094   5.721   0.037     1.7    68.9     0.4    5577     0.0     551    0.00    0.55    0.00    0.16     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     31.    134.     55.     39.     80.     54.     53.     53.     53.     0.0     0.1     0.1     0.0     0.1     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 231    71    0.06    2.38    0.02     378    5.78    93.8   0.057   0.094   5.721   0.038     0.1     5.4     0.0    5569     0.0     297    0.00    0.30    0.00    0.07     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     16.     24.     31.     19.     25.     21.     54.     54.     54.     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 232    72    0.07    2.41    0.02     384    5.80    94.2   0.057   0.094   5.745   0.038     0.8    30.6     0.2    5798    24.1     413    0.24    0.41   23.90    0.15     2.7     0.0     6.7    14.7     0.0     0.0     0.0     0.0     0.0     26.     42.     51.     32.     31.     63.     56.     56.     56.     0.1     0.0     0.1     0.2     0.0     0.1     0.1     0.1     0.1     2.7     0.0     6.6    14.6     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 233    73    0.07    2.48    0.02     390    5.81    94.8   0.058   0.095   5.753   0.038     1.7    68.6     0.4    5799     8.7     559    0.09    0.56    8.65    0.18     0.2     0.0     1.7     6.8     0.0     0.0     0.0     0.0     0.0     37.    150.     65.     42.     35.     62.     56.     56.     56.     0.0     0.1     0.1     0.1     0.0     0.1     0.1     0.1     0.1     0.2     0.0     1.7     6.7     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 234    74    0.07    2.55    0.02     396    5.81    95.6   0.058   0.096   5.755   0.038     1.8    71.0     0.4    5875     1.3     772    0.01    0.77    1.26    0.24     0.0     0.0     0.0     1.3     0.0     0.0     0.0     0.0     0.0     85.    140.    165.     50.     99.     62.     57.     57.     57.     0.1     0.1     0.2     0.1     0.1     0.1     0.1     0.1     0.1     0.0     0.0     0.0     1.3     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0
 2015 235    75    0.07    2.55    0.02     402    5.82    96.0   0.058   0.096   5.764   0.038     0.1     4.1     0.0    5949     9.8     396    0.10    0.40    9.71    0.12     0.0     0.0     0.0     9.8     0.0     0.0     0.0     0.0     0.0     20.     26.     33.     43.     35.     63.     59.     59.     58.     0.0     0.0     0.0     0.1     0.0     0.1     0.1     0.1     0.1     0.0     0.0     0.0     9.7     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 236    76    0.07    2.58    0.02     408    5.83    96.5   0.058   0.097   5.768   0.038     0.7    27.2     0.2    6155     4.0     544    0.04    0.54    3.93    0.15     0.0     0.0     0.0     4.0     0.0     0.0     0.0     0.0     0.0     39.     46.     56.     53.    104.     65.     61.     61.     60.     0.0     0.0     0.1     0.1     0.1     0.1     0.1     0.1     0.1     0.0     0.0     0.0     3.9     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 237    77    0.07    2.65    0.02     414    5.83    97.2   0.058   0.097   5.769   0.039     1.6    66.5     0.4    6229     0.6     701    0.01    0.70    0.61    0.20     0.0     0.0     0.0     0.6     0.0     0.0     0.0     0.0     0.0     55.    164.     74.     60.     98.     65.     62.     62.     61.     0.1     0.2     0.1     0.1     0.1     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.6     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 238    78    0.07    2.65    0.02     420    5.85    97.6   0.058   0.098   5.792   0.039     0.1     4.2     0.0    6264    23.1     374    0.20    0.37   22.88    0.12     0.0     0.0     0.0    23.1     0.0     0.0     0.0     0.0     0.0     29.     28.     40.     31.     32.     25.     64.     63.     62.     0.0     0.0     0.0     0.2     0.0     0.0     0.1     0.1     0.1     0.0     0.0     0.0    22.9     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 239    79    0.07    2.67    0.02     427    5.87    98.1   0.058   0.098   5.815   0.039     0.5    21.8     0.1    6398    23.8     503    0.24    0.50   23.56    0.51     4.0     0.0     6.9    12.9     0.0     0.0     0.0     0.0     0.0     48.     46.     62.     47.     37.     74.     63.     63.     62.     0.1     0.0     0.1     0.2     0.0     0.1     0.1     0.1     0.1     4.0     0.0     6.8    12.8     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.0     0.1     0.1     0.1     0.1
 2015 240    80    0.07    2.69    0.02     433    5.89    98.6   0.058   0.099   5.834   0.040     0.4    17.6     0.1    6299    19.1     459    0.20    0.46   18.93    0.38     4.8     0.0     4.2    10.1     0.0     0.0     0.0     0.0     0.0     47.     48.     70.     50.     36.     27.     61.     61.     60.     0.1     0.0     0.1     0.1     0.0     0.0     0.1     0.1     0.1     4.8     0.0     4.1    10.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.1     0.1     0.1
 2015 241    81    0.07    2.69    0.02     439    5.93    98.8   0.059   0.099   5.875   0.040     0.0     2.0     0.0    5657    41.4     234    0.35    0.23   41.03    0.17     7.0     0.0    12.5    21.8     0.0     0.0     0.0     0.0     0.0     25.     25.     32.     26.     16.     15.     19.     21.     55.     0.1     0.0     0.1     0.2     0.0     0.0     0.0     0.0     0.1     7.0     0.0    12.4    21.7     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 242    82    0.07    2.71    0.02     445    5.98    99.2   0.059   0.099   5.925   0.040     0.5    18.6     0.1    5879    50.3     369    0.48    0.37   49.85    0.24     3.5     3.4     6.1    11.6    25.7     0.0     0.0     0.0     0.0     47.     45.     53.     41.     25.     21.     22.     61.     54.     0.1     0.1     0.1     0.2     0.3     0.0     0.0     0.1     0.1     3.4     3.4     6.0    11.5    25.5     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 243    83    0.07    2.76    0.02     450    6.01    99.6   0.059   0.100   5.947   0.040     1.3    52.8     0.3    5839    22.2     445    0.23    0.44   21.92    0.24     0.8     0.3     1.9     5.2    13.9     0.0     0.0     0.0     0.0     64.     59.     69.     53.     34.     26.     26.     59.     54.     0.1     0.1     0.1     0.1     0.2     0.0     0.0     0.1     0.1     0.8     0.3     1.9     5.1    13.8     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 244    84    0.07    2.77    0.02     456    6.11    99.9   0.060   0.100   6.045   0.040     0.1     5.2     0.0    5825    99.5     332    0.91    0.33   98.55    0.24     5.6     7.1     9.7    17.7    30.7    28.6     0.0     0.0     0.0     35.     34.     39.     31.     24.     26.     27.     60.     55.     0.1     0.1     0.1     0.2     0.3     0.3     0.0     0.1     0.1     5.6     7.0     9.7    17.6    30.4    28.3     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0     0.0
 2015 245    85    0.07    2.80    0.02     462    6.16   100.4   0.061   0.101   6.097   0.041     0.7    29.3     0.2    6056    51.8     451    0.53    0.45   51.30    0.22     2.6     2.2     4.4     9.4    17.4    15.2     0.6     0.0     0.0     61.     58.     63.     50.     36.     33.     32.     61.     57.     0.1     0.1     0.1     0.1     0.2     0.2     0.0     0.1     0.1     2.5     2.2     4.4     9.3    17.2    15.0     0.6     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 246    86    0.08    2.86    0.02     469    6.18   101.3   0.061   0.102   6.118   0.041     1.6    64.7     0.4    6457    21.0     876    0.22    0.88   20.83    0.31     0.0     0.0     0.7     4.1     9.4     6.9     0.0     0.0     0.0    177.    218.     90.     71.     50.     42.     97.     67.     63.     0.2     0.2     0.1     0.1     0.1     0.1     0.1     0.1     0.1     0.0     0.0     0.7     4.0     9.3     6.8     0.0     0.0     0.0     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 247    87    0.08    2.93    0.02     475    6.18   102.4   0.061   0.103   6.121   0.041     1.5    63.0     0.4    6578     3.0    1117    0.03    1.12    2.96    0.35     0.0     0.0     0.0     0.0     2.9     0.1     0.0     0.0     0.0    159.    194.    220.    214.     58.     48.     92.     68.     65.     0.2     0.2     0.2     0.2     0.1     0.0     0.1     0.1     0.1     0.0     0.0     0.0     0.0     2.9     0.1     0.0     0.0     0.0     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0
 2015 248    88    0.08    2.93    0.02     482    6.18   102.9   0.061   0.103   6.123   0.042     0.1     3.1     0.0    6540     2.7     574    0.03    0.57    2.68    0.16     0.0     0.0     0.0     0.0     2.7     0.0     0.0     0.0     0.0     32.     32.     40.     61.     60.    129.     87.     68.     65.     0.0     0.0     0.0     0.1     0.1     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.0     2.7     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 249    89    0.08    2.95    0.02     489    6.18   103.7   0.061   0.104   6.123   0.042     0.4    18.3     0.1    6669     0.0     734    0.00    0.73    0.00    0.20     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     55.     52.     64.     69.    165.    115.     82.     67.     65.     0.1     0.1     0.1     0.1     0.2     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 250    90    0.08    2.99    0.02     495    6.18   104.5   0.061   0.105   6.123   0.042     0.9    38.6     0.2    6685     0.0     861    0.00    0.86    0.00    0.24     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     70.     66.     80.    188.    143.    104.     79.     66.     65.     0.1     0.1     0.1     0.2     0.1     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0
 2015 251    91    0.08    2.99    0.02     502    6.18   104.9   0.061   0.105   6.123   0.042     0.1     2.2     0.0    6401     0.0     403    0.00    0.40    0.00    0.09     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     33.     33.     40.     26.     35.     35.     74.     65.     63.     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 252    92    0.08    3.00    0.02     508    6.20   105.5   0.061   0.106   6.141   0.042     0.3    12.2     0.1    6496    17.8     531    0.17    0.53   17.62    0.16     5.6     5.1     7.2     0.0     0.0     0.0     0.0     0.0     0.0     52.     50.     60.     40.     42.     96.     69.     62.     61.     0.1     0.1     0.1     0.0     0.0     0.1     0.1     0.1     0.1     5.5     5.0     7.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 253    93    0.08    3.00    0.02     514    6.23   105.8   0.062   0.106   6.170   0.042     0.0     1.2     0.0    5779    29.4     285    0.25    0.28   29.13    0.10     8.3     9.1    12.0     0.0     0.0     0.0     0.0     0.0     0.0     27.     28.     33.     23.     18.     21.     22.     56.     56.     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.1     0.1     8.2     9.0    11.9     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0

*DSSAT Cropping System Model Ver. 4.7.5.007 -  MAR 01, 2026 21:19:28
!              |---------------------------------- Cumulative ---------------------------------|---------------------------------- Daily --------------------------------------|
!               N2Oemit  N2emit  NOemit     CO2   Denit  Nitrif   N2O-denit+nit      N2      NO N2Oemit  N2emit  NOemit     CO2   Denit  Nitrif   N2O-denit+nit      N2      NO   Denitrification (g[N]/ha) by soil depth (cm):                           Nitrification (g[N]/ha) by soil depth (cm):                             N2O flux (g[N]/ha) by soil depth (cm):                                  N2 flux (g[N]/ha) by soil depth (cm):                                   NO flux (g[N]/ha) by soil depth (cm):
!                 kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha    0-10   10-20   20-30   30-40   40-50   50-60   60-70   70-80   80-90    0-10   10-20   20-30   30-40   40-50   50-60   60-70   70-80   80-90    0-10   10-20   20-30   30-40   40-50   50-60   60-70   70-80   80-90    0-10   10-20   20-30   30-40   40-50   50-60   60-70   70-80   80-90    0-10   10-20   20-30   30-40   40-50   50-60   60-70   70-80   80-90
@YEAR DOY   DAS   N2OEC    N2EC    NOEC   CO2TC    NDNC    NITC   N2ODC   N2ONC   N2FLC   NOFLC   N2OED    N2ED    NOED   CO2TD    NDND   NITRD   N2ODD   N2OND   N2FLD   NOFLD   NDN1D   NDN2D   NDN3D   NDN4D   NDN5D   NDN6D   NDN7D   NDN8D   NDN9D   NIT1D   NIT2D   NIT3D   NIT4D   NIT5D   NIT6D   NIT7D   NIT8D   NIT9D   N2O1D   N2O2D   N2O3D   N2O4D   N2O5D   N2O6D   N2O7D   N2O8D   N2O9D   N2F1D   N2F2D   N2F3D   N2F4D   N2F5D   N2F6D   N2F7D   N2F8D   N2F9D   NOF1D   NOF2D   NOF3D   NOF4D   NOF5D   NOF6D   NOF7D   NOF8D   NOF9D   
 2016 132     1    0.00    0.00    0.00       8    0.00     1.7   0.000   0.002   0.000   0.001     0.0     0.0     0.0    7780     0.0    1692    0.00    1.69    0.00    1.14     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    191.    199.    192.    189.    187.    186.    184.    183.    182.     0.2     0.2     0.2     0.2     0.2     0.2     0.2     0.2     0.2     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.1     0.1     0.1     0.1     0.1     0.1     0.1
 2016 133     2    0.00    0.00    0.00      15    0.00     3.3   0.000   0.004   0.000   0.002     0.0     0.0     0.0    7661     0.0    1609    0.00    1.61    0.00    0.70     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    691.     36.     69.     82.     90.    162.    161.    160.    159.     0.7     0.0     0.1     0.1     0.1     0.2     0.2     0.2     0.2     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.1     0.1     0.1     0.1     0.1
 2016 134     3    0.00    0.00    0.00      23    0.00     5.5   0.000   0.006   0.000   0.005     0.0     0.0     0.0    7889     0.0    2243    0.00    2.24    0.00    3.26     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0   1294.     56.     81.     85.    158.    143.    143.    142.    141.     1.3     0.1     0.1     0.1     0.2     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     1.0     0.0     0.1     0.2     0.4     0.4     0.4     0.4     0.4
 2016 135     4    0.00    0.00    0.00      31    0.00     7.5   0.000   0.008   0.000   0.007     0.0     0.0     0.0    7936     0.0    1956    0.00    1.96    0.00    2.25     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0   1092.     62.     78.     79.    139.    127.    127.    126.    125.     1.1     0.1     0.1     0.1     0.1     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.6     0.0     0.1     0.1     0.3     0.3     0.3     0.3     0.3
 2016 136     5    0.00    0.00    0.00      39    0.00     9.8   0.000   0.010   0.000   0.010     0.1     0.0     0.1    8019     0.0    2255    0.00    2.26    0.00    2.14     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0   1429.     82.     87.     82.    124.    114.    113.    113.    112.     1.4     0.1     0.1     0.1     0.1     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.8     0.1     0.1     0.1     0.2     0.2     0.2     0.2     0.2
 2016 137     6    0.00    0.00    0.00      47    0.10    12.0   0.011   0.012   0.088   0.016     0.3     2.0     0.2    7903    99.3    2245   10.93    2.25   88.40    6.36    53.2    30.2    15.0     0.9     0.0     0.0     0.0     0.0     0.0   1493.     88.     86.     78.    107.     99.     99.     99.     98.     3.1     6.1     3.2     0.3     0.1     0.1     0.1     0.1     0.1    51.6    24.2    11.8     0.7     0.0     0.0     0.0     0.0     0.0     1.4     2.1     1.9     0.2     0.2     0.1     0.1     0.1     0.1
 2016 138     7    0.00    0.00    0.00      55    0.62    13.0   0.100   0.013   0.523   0.033     0.0     0.6     0.0    7516   524.3    1034   89.35    1.03  434.91   17.47   128.1   116.5   135.2   144.6     0.0     0.0     0.0     0.0     0.0    594.     40.     33.     29.     30.     44.     88.     88.     88.     2.1    22.9    30.4    34.7     0.0     0.0     0.1     0.1     0.1   126.6    93.6   104.8   109.9     0.0     0.0     0.0     0.0     0.0     0.4     4.0     5.6     7.1     0.0     0.0     0.1     0.1     0.1
 2016 139     8    0.00    0.01    0.00      62    1.07    14.3   0.178   0.015   0.890   0.049     0.1     3.2     0.1    7581   443.5    1230   77.25    1.23  366.21   16.05    94.3   102.3   112.2   134.7     0.0     0.0     0.0     0.0     0.0    848.     44.     39.     30.     29.     39.     42.     79.     79.     1.9    19.9    24.6    31.9     0.0     0.0     0.0     0.1     0.1    93.3    82.4    87.7   102.8     0.0     0.0     0.0     0.0     0.0     0.4     3.6     5.1     6.7     0.0     0.0     0.0     0.1     0.1
 2016 140     9    0.00    0.02    0.00      70    1.33    15.7   0.221   0.016   1.113   0.062     0.4     9.3     0.2    7574   267.1    1473   43.39    1.47  223.66   12.54    62.8    59.5    65.9    78.8     0.0     0.0     0.0     0.0     0.0   1015.     61.     54.     45.     38.     43.     77.     71.     71.     1.8    11.2    13.8    17.8     0.0     0.0     0.1     0.1     0.1    62.0    48.4    52.2    61.1     0.0     0.0     0.0     0.0     0.0     0.5     2.7     3.9     5.2     0.0     0.0     0.1     0.1     0.1
